ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes
9572,,,,,,19,1.43,84.2,4.01,38.4,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9573,,,,,,19,3.72,81.3,4.8,19.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9574,,,,,,17,3.09,85.5,3.2,21.5,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9575,,,,,,21,3.31,91.4,3.93,36.8,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9576,,,,,,19,2.43,80.0,5.96,31.9,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9577,,,,,,17,1.91,84.2,6.65,44.1,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9578,,,,,,22,0.97,79.3,3.69,33.2,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9579,,,,,,18,2.63,70.8,5.71,52.3,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9580,,,,,,20,2.34,67.7,5.65,38.4,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9581,,,,,,24,2.14,76.5,5.07,52.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9582,,,,,,17,1.36,79.0,1.69,50.3,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
9583,,,,,,17,0.81,85.5,2.15,22.3,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9584,,,,,,21,0.93,84.1,3.34,47.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9585,,,,,,23,1.02,70.9,3.35,41.3,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9586,,,,,,17,4.0,82.1,2.81,40.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9587,,,,,,21,2.99,77.6,4.72,44.2,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9588,,,,,,22,1.79,80.0,4.8,26.3,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9589,,,,,,17,1.48,82.6,6.33,33.9,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9590,,,,,,22,0.78,92.2,3.21,25.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9591,,,,,,22,2.54,78.3,3.15,57.7,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9592,,,,,,20,2.49,95.4,4.24,21.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9593,,,,,,23,1.1,71.6,2.33,14.7,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9594,,,,,,23,2.59,75.0,6.43,20.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9595,,,,,,21,2.88,81.2,3.54,29.3,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9596,,,,,,20,0.33,72.6,3.9,29.3,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9597,,,,,,18,0.92,71.4,4.18,40.7,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9598,,,,,,20,3.03,82.6,3.81,30.4,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9599,,,,,,22,0.75,71.4,3.64,24.1,10,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9600,,,,,,20,1.67,74.3,7.06,35.8,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9601,,,,,,17,3.53,81.3,4.11,44.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9602,,,,,,23,3.01,95.6,4.63,32.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9603,,,,,,21,3.36,80.5,3.36,40.4,1,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9604,,,,,,20,2.61,83.0,4.8,31.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9605,,,,,,22,3.01,72.8,4.04,26.9,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9606,,,,,,24,1.29,73.6,4.32,38.4,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9607,,,,,,17,0.05,63.7,4.62,32.7,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9608,,,,,,22,2.4,74.1,5.15,42.1,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9609,,,,,,17,2.62,88.1,4.91,48.5,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9610,,,,,,22,3.16,77.4,3.97,28.6,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9611,,,,,,21,2.92,83.2,4.01,37.8,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9612,,,,,,22,1.68,83.8,2.55,42.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9613,,,,,,19,1.97,87.9,3.77,34.9,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9614,,,,,,17,2.61,95.3,4.14,36.1,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9615,,,,,,20,2.1,86.9,5.19,31.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9616,,,,,,21,1.87,80.1,0.92,33.1,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
9617,,,,,,23,2.26,88.4,4.4,36.3,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9618,,,,,,18,2.79,84.4,3.0,22.7,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9619,,,,,,23,1.56,64.1,5.01,9.6,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9620,,,,,,19,0.94,72.4,5.73,28.9,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9621,,,,,,21,2.71,80.2,3.94,28.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9622,,,,,,19,4.0,77.3,5.87,49.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9623,,,,,,21,1.25,81.0,5.13,33.6,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9624,,,,,,23,0.0,62.6,4.18,36.7,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9625,,,,,,18,2.27,88.7,1.92,25.1,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
9626,,,,,,19,3.88,81.6,4.5,22.8,1,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9627,,,,,,21,3.67,91.7,2.92,20.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9628,,,,,,26,0.28,82.2,0.5,14.9,3,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
9629,,,,,,19,1.35,83.6,2.57,38.7,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9630,,,,,,25,0.57,73.7,5.75,33.7,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9631,,,,,,25,2.22,72.4,4.17,47.7,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9632,,,,,,20,2.55,83.1,5.6,36.6,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9633,,,,,,20,2.51,82.0,6.05,32.9,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9634,,,,,,19,0.36,68.9,4.36,6.2,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9635,,,,,,20,1.95,89.5,3.25,52.9,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9636,,,,,,17,2.23,82.4,2.63,30.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9637,,,,,,20,0.0,78.0,3.92,5.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9638,,,,,,24,3.84,75.0,2.84,32.7,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9639,,,,,,19,2.81,88.1,2.53,20.3,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9640,,,,,,20,3.75,76.4,3.16,19.8,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9641,,,,,,17,3.49,83.9,3.65,33.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9642,,,,,,21,2.55,80.7,3.69,23.0,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9643,,,,,,21,3.08,77.8,3.88,42.3,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9644,,,,,,21,3.92,71.6,4.0,28.6,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9645,,,,,,20,0.2,92.4,4.0,34.8,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9646,,,,,,20,1.84,74.0,4.98,36.8,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9647,,,,,,22,3.1,75.1,4.93,33.0,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9648,,,,,,20,2.63,92.7,5.3,32.6,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9649,,,,,,21,1.76,81.2,3.85,31.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9650,,,,,,21,3.25,84.6,2.39,47.9,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9651,,,,,,23,4.0,94.1,3.69,40.1,4,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
9652,,,,,,22,1.95,93.9,2.74,21.7,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9653,,,,,,21,1.57,77.6,5.04,16.7,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9654,,,,,,24,3.18,91.2,2.08,20.5,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9655,,,,,,21,2.95,69.2,4.44,35.1,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9656,,,,,,23,0.0,52.900000000000006,4.0,16.7,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9657,,,,,,22,1.26,82.4,4.95,22.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9658,,,,,,17,2.08,81.3,4.35,13.9,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9659,,,,,,23,2.11,87.2,3.94,41.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9660,,,,,,21,2.66,86.3,2.58,38.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9661,,,,,,20,3.78,87.5,6.22,40.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9662,,,,,,21,0.51,94.8,3.93,24.3,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9663,,,,,,20,3.32,97.7,3.54,8.9,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9664,,,,,,21,2.78,89.0,4.15,20.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9665,,,,,,19,1.6,81.8,5.47,13.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9666,,,,,,23,2.75,80.4,3.67,13.7,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9667,,,,,,20,2.77,81.9,5.5,43.6,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9668,,,,,,20,2.24,77.4,4.27,27.0,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9669,,,,,,19,3.17,89.4,4.95,33.5,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9670,,,,,,21,0.46,90.3,4.33,43.2,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9671,,,,,,21,0.0,76.9,4.88,17.8,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9672,,,,,,21,3.16,80.7,5.14,37.4,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9673,,,,,,18,0.62,67.8,4.56,12.6,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9674,,,,,,17,3.5,81.3,6.07,33.0,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9675,,,,,,22,0.91,82.3,3.85,42.8,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9676,,,,,,24,3.01,73.1,5.54,16.3,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9677,,,,,,18,2.42,77.8,3.19,39.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9678,,,,,,24,1.06,72.8,4.53,32.7,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9679,,,,,,21,1.38,69.4,2.92,24.5,3,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9680,,,,,,21,3.25,93.9,2.94,15.6,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9681,,,,,,20,0.47,69.4,5.71,32.9,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9682,,,,,,18,2.3,82.9,6.71,35.9,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9683,,,,,,23,4.0,89.8,3.79,26.2,4,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
9684,,,,,,19,2.26,93.4,2.69,18.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9685,,,,,,19,3.28,73.5,3.99,39.1,2,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9686,,,,,,23,1.94,92.2,3.0,44.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9687,,,,,,17,1.76,83.3,5.69,41.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9688,,,,,,17,0.47,86.6,4.78,49.1,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9689,,,,,,21,2.5,96.1,4.76,22.2,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9690,,,,,,21,2.93,86.9,3.85,13.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9691,,,,,,22,2.45,74.6,3.07,34.9,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9692,,,,,,20,0.79,65.6,5.37,25.2,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
9693,,,,,,26,3.21,87.1,3.86,41.9,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9694,,,,,,20,3.65,85.3,2.65,17.6,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9695,,,,,,20,1.69,75.6,6.02,18.4,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9696,,,,,,19,4.0,83.5,7.21,30.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9697,,,,,,21,1.04,71.2,4.0,32.1,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9698,,,,,,22,3.31,84.9,4.46,38.1,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9699,,,,,,23,1.97,71.3,6.36,28.8,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9700,,,,,,17,1.6,91.7,3.61,7.0,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9701,,,,,,20,3.67,98.8,5.46,71.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9702,,,,,,22,4.0,84.3,4.0,30.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9703,,,,,,22,1.86,85.1,4.63,64.7,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9704,,,,,,21,1.48,86.7,2.75,28.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9705,,,,,,22,3.24,84.2,3.67,17.4,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9706,,,,,,19,1.01,73.2,1.84,26.2,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
9707,,,,,,24,3.82,93.3,4.64,43.2,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9708,,,,,,23,0.26,85.6,4.52,37.4,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9709,,,,,,18,1.73,86.5,2.67,33.7,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9710,,,,,,18,1.31,90.1,6.85,29.3,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9711,,,,,,18,3.04,89.7,4.1,31.6,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9712,,,,,,22,3.5,91.9,3.82,28.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9713,,,,,,18,3.88,85.6,2.73,44.4,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9714,,,,,,20,3.02,75.1,5.02,41.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9715,,,,,,22,2.3,85.3,2.83,18.7,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9716,,,,,,20,3.13,81.8,4.99,12.3,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9717,,,,,,21,0.19,75.0,2.86,15.3,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9718,,,,,,18,3.73,93.6,4.57,25.7,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9719,,,,,,22,2.31,80.8,3.75,32.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9720,,,,,,19,1.65,83.8,5.02,29.3,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9721,,,,,,20,1.91,76.2,2.31,37.6,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9722,,,,,,21,2.61,81.6,4.59,29.8,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9723,,,,,,21,3.15,89.4,2.72,49.1,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9724,,,,,,21,2.52,98.4,3.16,36.1,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9725,,,,,,19,1.82,70.3,4.75,30.2,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9726,,,,,,20,1.71,82.2,4.06,11.9,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9727,,,,,,21,3.44,57.0,4.49,34.2,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9728,,,,,,18,2.23,78.6,4.98,36.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9729,,,,,,20,1.8,82.9,4.22,21.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9730,,,,,,21,4.0,83.3,3.82,16.1,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9731,,,,,,18,0.88,95.1,2.7,43.1,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9732,,,,,,23,3.62,80.2,4.0,18.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9733,,,,,,23,3.49,94.5,4.71,32.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9734,,,,,,18,2.01,84.0,4.0,30.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9735,,,,,,24,1.7,77.9,3.58,35.4,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9736,,,,,,20,2.04,83.5,4.27,18.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9737,,,,,,21,2.57,83.0,3.99,28.6,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9738,,,,,,19,3.85,83.6,4.69,18.4,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9739,,,,,,23,2.6,76.4,3.25,30.9,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9740,,,,,,21,0.65,76.3,6.18,36.0,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9741,,,,,,19,3.29,91.1,4.9,40.7,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9742,,,,,,18,3.25,90.4,1.65,47.9,1,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
9743,,,,,,17,1.49,75.4,4.37,26.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9744,,,,,,21,2.78,80.9,5.05,26.6,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9745,,,,,,22,3.8,85.1,2.28,45.3,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9746,,,,,,22,2.69,88.5,5.43,36.9,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9747,,,,,,20,2.43,83.5,4.82,44.8,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9748,,,,,,18,2.27,91.2,2.3,53.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9749,,,,,,19,1.33,81.4,3.78,19.9,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9750,,,,,,23,0.98,94.4,2.51,39.7,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9751,,,,,,19,2.96,100.0,5.09,22.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9752,,,,,,21,2.36,82.6,2.68,48.8,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9753,,,,,,18,3.46,85.0,2.79,15.7,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9754,,,,,,21,1.26,59.5,4.0,41.0,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9755,,,,,,20,3.02,80.6,6.69,23.4,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9756,,,,,,23,4.0,83.4,5.59,36.7,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9757,,,,,,22,1.91,87.6,2.71,45.2,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9758,,,,,,19,1.21,80.4,2.41,22.3,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9759,,,,,,20,4.0,88.0,3.23,12.4,1,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
9760,,,,,,19,1.42,79.0,2.18,26.9,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9761,,,,,,17,2.3,90.1,5.02,25.4,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9762,,,,,,19,4.0,85.3,4.86,14.6,5,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
9763,,,,,,21,2.65,85.0,5.19,5.9,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9764,,,,,,21,2.24,78.3,4.06,44.6,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9765,,,,,,21,1.75,81.3,4.16,47.9,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
9766,,,,,,20,1.96,79.0,2.61,22.8,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9767,,,,,,23,2.55,89.0,4.36,26.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
9768,,,,,,21,2.28,71.2,5.64,39.7,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
9769,,,,,,22,1.26,76.3,3.44,39.9,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
