Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester_GPA,CGPA,Gender_Male,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Dropout
18.990279157475175,25000.0,5.409712586587234,90.75502973472341,0,38.21115790958865,5.99856293293617,3.6426965647290777,3.732121737903546,3.735646680178723,True,True,True,True,True,False,True,True,False,False,False,False,True,False,1
20.213014492948613,25000.0,3.6382363632694297,93.3908484852562,0,31.470361001282072,8.014693016666916,1.3057346508333458,1.604794202820555,1.6112761527564516,True,True,True,True,True,False,False,False,True,False,True,True,False,False,1
19.48179925800945,52647.611952162624,1.8559545074512362,79.04622284490334,1,28.91964272184448,6.548145484708576,0.86780902274266,0.8191620618931686,0.7915453031310321,True,True,True,False,False,False,True,False,True,True,False,True,False,False,1
20.097167030375893,33002.20962061353,3.7856659392482133,82.93371042466138,2,25.67649017985088,6.239661574737493,1.5386681215035733,1.0140222427065866,1.0392347154283947,True,True,False,True,True,True,False,True,False,True,False,True,True,False,1
20.82741124731777,52084.96446748391,5.054263980539209,73.05194575339749,3,27.1901858831361,6.068866373480069,1.2163790187455297,1.398781731075655,1.3951607498211847,True,True,False,True,False,True,False,True,False,False,True,True,False,False,1
20.668197046582897,25000.0,2.928087042789377,94.23113343430958,0,31.428168345327716,7.085174555090674,1.2745289360111387,1.46186035592746,1.4715638470292736,False,True,True,True,True,True,False,False,False,True,True,False,False,False,1
20.066412501220384,25000.0,5.748961195768906,86.75997282343394,3,33.50879510821811,6.7695983694060375,2.1335112491457324,2.1056719013833174,2.1356719013833176,False,True,True,False,False,True,False,False,False,True,False,False,True,False,1
19.94035165539047,29740.5,4.0,62.979734756505735,3,20.951542247211826,5.5,1.5057353572863024,1.6217970471747751,1.5808895820074849,False,True,False,True,False,True,True,False,False,False,True,False,False,False,1
19.90172296755622,29740.5,4.0,92.31962550166449,2,31.19992523793933,5.5,0.9355131521638326,1.2390861827794186,1.1258726980872114,True,True,True,False,True,False,True,False,False,True,False,True,False,False,1
22.953069807397487,25000.0,3.527589235193572,73.1093860385205,2,31.895596299846694,5.4618772077041005,0.8434297730356483,0.3397332214488362,0.3854227083825267,True,True,True,True,False,True,True,False,False,True,True,False,False,True,1
18.998047812628357,25000.0,4.218137314486638,72.73541566652976,3,8.402733062320301,5.933853916632438,0.30019521873716437,0.0,0.07330730416837809,True,True,True,True,True,False,True,False,True,False,False,False,True,False,1
21.50071092583667,34753.99857814833,4.883215576149954,88.45078201842034,2,38.70156403684068,8.0,1.9576823817724516,2.1024335577296167,2.122362465145949,True,True,True,True,False,True,True,False,False,True,False,True,False,False,1
19.583180812474453,39947.67276750102,4.84215305703745,89.41774939679911,1,21.854238736152027,3.113083266311012,3.2323360820681053,3.166261061961409,3.207849959786607,True,True,False,False,False,True,True,False,True,True,False,False,False,False,1
21.238815514523345,25000.0,5.227406185110481,76.04000524050397,3,14.067054507820261,4.2188259955312795,1.2963511532398229,1.229526729859734,1.231409329412862,False,True,True,True,False,True,False,True,False,False,False,False,True,False,1
21.47258515028653,29740.5,4.0,57.38813258696275,2,26.54517030057306,5.5,0.8091076605873906,1.0702944018911162,1.0501472009455581,True,True,False,False,True,False,False,True,True,False,False,True,False,False,1
20.558442425031004,29740.5,4.0,69.14686719460161,1,25.30892042061308,5.5,0.18694513825763442,0.1952566532514337,0.21478231857657712,True,True,False,False,True,True,False,False,True,False,False,True,False,False,1
23.532073221183957,25000.0,4.163295478169124,78.50711989264262,0,5.7904221116701775,10.0,0.4702457995687204,0.40928801073573806,0.40928801073573806,False,True,False,True,False,False,False,False,False,False,True,False,False,False,1
20.409047676898428,55545.547616155076,2.584161048696234,86.15521510269909,1,43.18281162058559,6.109501164089653,1.089548719501382,1.4317210446340476,1.3957029051463985,True,True,True,False,True,True,False,True,False,False,False,False,False,False,1
21.0809576496844,25000.0,3.8228729490532007,72.2809576496844,1,27.720638433122936,5.623830598737601,1.091254737571386,1.013637797445146,1.0217335624135861,True,True,False,True,False,True,False,False,False,False,True,True,True,False,1
19.36223912455582,40957.14599179271,3.0089135976856265,78.88408426779037,2,25.98320656583134,5.7909986321184705,1.6932494663689996,1.7037653624100035,1.6856534061822124,True,True,True,False,True,True,False,True,False,False,False,True,False,False,1
23.343548589406534,32677.66486938183,3.343288192159071,73.54444305075498,1,38.145876697553526,7.325358411699637,1.2068459770431952,1.2133513061816703,1.208709717881307,False,True,True,True,False,True,True,True,False,False,True,False,True,False,1
23.641900117545028,82379.51948883322,3.4649829494556377,77.99938490008672,0,40.80061509991327,5.999384900086725,1.317033495885924,0.9141900117545029,0.9183185135176783,True,True,False,False,False,False,True,False,True,True,False,False,False,False,1
23.272526285971015,29740.5,4.0,82.11815249224787,4,23.263205064189904,5.5,1.897301623728536,1.9730007153621194,2.012690007969416,True,True,False,False,True,True,False,False,False,False,False,False,False,False,1
20.941497305868417,29740.5,4.0,74.74898383521048,2,27.399536819798325,5.5,1.2131515266745647,1.1985026941315846,1.175803951392991,False,True,True,True,True,False,True,False,False,True,False,False,False,False,1
23.91748832574202,38952.56651100989,2.3946696137110304,83.74716310742953,3,34.46046530940826,4.934790693811835,0.302679036162964,0.25745113420757854,0.2948464811134961,True,True,True,True,True,True,False,False,True,True,False,False,True,False,1
22.246643549470264,54416.586467483525,3.61279096638024,74.8,2,29.191864495703605,7.053356450529737,0.45296790249853747,0.3127909663802404,0.3281266114332141,False,True,True,False,False,True,False,False,True,True,False,False,False,True,1
25.66634166542323,29740.5,4.0,76.47536562639887,0,16.42085364591105,5.5,1.578524530387366,1.643073332338584,1.643073332338584,True,True,True,True,False,False,False,True,True,False,False,True,False,False,1
21.670126305884168,29740.5,4.0,74.50740949211037,2,38.811849558678595,5.5,0.7035548676035795,0.8992090913050957,0.9349868065417848,True,True,True,False,True,False,True,True,False,False,False,True,False,False,1
21.830214409717676,34157.58147007763,4.737882102730698,83.70004590483175,3,42.23929575157409,6.895344566992394,2.411131724869669,2.395549795743719,2.4262481106948592,True,True,False,False,False,True,False,False,False,False,True,False,True,False,1
21.346417143212946,29968.54906428705,2.6067625002594412,82.88221500238686,3,28.661007143005396,4.6647192861145665,0.6631827143420501,0.5478244286633448,0.5420949286737224,True,True,True,False,False,True,False,True,False,True,False,True,True,False,1
22.928783129885158,25000.0,3.9567084570105866,74.94539755862192,0,43.03174694827741,7.924337402296788,1.5710373364372867,1.2180108325291585,1.2151325195406424,True,True,True,True,True,False,False,True,False,False,True,True,False,False,1
19.17874711918838,25000.0,4.110979129384154,73.09327144677818,0,42.01452432758979,6.130580025489438,2.3626914212887318,2.344296991078697,2.3180278489498236,True,True,False,True,True,False,True,True,False,True,False,False,False,False,1
20.9374719886618,25000.0,3.481031752231912,68.95529264351389,4,17.761500626506596,5.543412206945831,1.5925323787385068,1.5237471988661802,1.6872353678243053,False,True,True,True,False,True,False,False,True,True,False,False,True,False,1
20.651411839151663,25000.0,4.141592477499653,99.93245992688712,2,29.14617140047438,8.137903824529088,2.761612823396122,2.9016128233961216,2.896209617547091,True,True,False,True,False,False,True,True,False,False,True,False,False,False,1
20.55446737704467,31554.839636065062,3.2118728360687316,75.87491344274925,0,24.515292950652768,4.891924098419298,0.3053608524536032,0.3053608524536032,0.2544673770446694,True,True,True,False,True,False,False,False,False,True,False,False,False,False,1
21.555830647332197,25000.0,3.6551497951850096,71.33250805800341,0,26.55459273433731,4.854592734337311,1.6128893197805774,1.7163258125301513,1.763013111080066,True,True,True,True,False,True,False,False,False,False,True,True,True,False,1
22.31496333547231,28125.990382770597,1.8969111606114903,74.86353706766064,0,38.98692747721054,7.8364629323393515,1.303925020156648,0.811118171010661,0.8099967366801901,True,True,False,True,True,False,False,False,False,True,True,False,False,False,1
24.095577751005383,40695.19598362678,5.032090421378124,74.98733676861207,2,41.20251288229527,7.253165807846981,0.8869647772633603,1.2289948470818919,1.2613365566895427,True,True,False,True,True,False,False,False,False,False,True,False,True,False,1
18.504323938938136,25000.0,4.044270780906969,79.0967570457964,1,32.19891901526547,5.8118908320798734,2.5604864431305403,2.3809188370243537,2.3809188370243537,True,True,True,True,False,False,False,False,False,True,False,False,False,False,1
24.199326864521716,25000.0,3.648694117172133,79.19946149161737,2,35.10296179610444,6.896903576799904,1.720363493158272,1.9297576712278184,1.9397442085182528,True,True,False,False,False,True,True,True,False,False,False,False,False,False,1
21.086569769063765,25000.0,3.5013003918679138,77.77313953812754,0,44.97810076978745,7.2049612316599205,1.8511375927363372,1.6436782925192313,1.6436782925192313,True,True,False,False,False,True,False,False,True,False,True,False,True,False,1
19.745279165049016,67421.1241035254,3.0097362686946627,72.13621425415467,2,45.70868815188672,6.927548796979305,1.5512455741962967,1.4828302314994553,1.5128302314994553,True,True,True,True,True,True,False,False,True,False,False,True,False,False,1
23.636772284303195,30778.742594009876,5.2471705954391235,87.99223659368695,3,40.32900887799015,8.144841573545207,0.6782737639682188,0.6110316852909583,0.5730541609276342,True,True,False,True,True,False,True,True,False,True,False,False,True,False,1
20.781726709868558,34249.16433481129,3.310289377444739,79.05420660072694,1,31.813367132792344,5.713760054570811,0.9315599863572972,0.9288693024098736,0.9095879686217835,True,True,False,True,True,True,False,False,True,False,False,False,False,False,1
19.48540715388954,25000.0,3.647756342085704,76.8772247589628,1,44.30818239492676,8.68042998455464,3.0493250886922048,3.452990233314532,3.3869759004960436,True,True,True,False,False,False,True,False,False,False,False,True,False,False,1
22.70856238258781,48291.52466386671,3.409735694542179,85.3418253582708,1,29.97586381567098,8.723819574902432,2.699605378132693,2.6919873356229367,2.699605378132693,False,True,False,False,True,False,True,False,True,False,True,True,False,False,1
21.9,25000.0,5.3885079831757485,83.93554372862852,2,18.59005322117165,5.774403050199825,1.4702585590213473,1.6068699658056342,1.639926999727069,True,True,True,False,False,True,False,True,False,False,False,True,False,True,1
23.20042393661384,38969.38823234338,4.979623585475818,74.08658788120536,1,45.88061402497248,6.986870505614583,1.3995529293735118,1.3060894141252977,1.3091341211879466,True,True,True,True,True,False,False,False,False,True,False,True,False,False,1
22.775756072565617,41439.55400518326,3.6635477005552124,83.23029250795932,2,22.983532818954824,8.874459948167416,1.0057128684190106,0.9809504912253476,0.9583532818954825,True,True,True,True,True,False,False,False,False,False,True,False,False,False,1
20.7309355474125,25000.0,4.225807972765342,79.60572292300057,2,31.154447176528976,8.845552823471024,2.741059534835341,2.6410595348353407,2.6345552823471023,True,True,True,True,False,False,True,False,False,True,True,False,True,False,1
18.408899423141797,49429.410625645636,3.92069451268788,80.92810249971888,1,41.49726756400165,6.5945351280032956,0.3970645319164867,0.3694611152591908,0.3694611152591908,False,True,False,False,True,False,False,False,True,True,False,False,False,False,1
18.21482520616142,32275.36602224073,4.618973253645032,78.4725132611504,1,22.775047613468093,8.333977759269333,1.1785405189503821,1.3429189620992357,1.3207182207415467,False,True,True,False,True,True,False,True,True,False,False,True,False,False,1
19.19861671444031,29740.5,4.0,67.25972334288807,0,28.206265128988836,5.5,0.7541740630612092,1.0254922187399378,1.0716028815847132,True,True,False,False,False,True,True,False,True,False,True,False,False,False,1
20.217634287890967,25000.0,1.0214677147754676,91.07397877053494,2,6.9928493890766585,6.550430202371383,2.724747306223509,2.356424694538329,2.3518870618541725,False,True,False,False,True,False,True,False,False,False,True,True,False,False,1
21.491345812050195,25000.0,3.940494525025703,76.79412751531977,2,25.100927234423196,6.799381843717871,0.44860914836520993,0.5587018718075293,0.5587945952498486,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1
24.143166638389676,83826.79810622573,3.6202857627605507,79.48308357368772,2,17.940631342199428,6.163309519769954,1.1997464703809748,1.1576238588065595,1.1812929068295641,True,True,True,True,True,True,False,True,True,False,False,False,False,False,1
18.501675107801105,25000.0,3.9851048127390776,66.81171627448708,1,44.47531349020517,6.859414186275646,1.155230208821144,1.354476884316679,1.3504183029442436,True,True,False,True,False,True,False,False,False,True,False,False,False,False,1
22.79298625709651,26892.809484570855,3.921838831431608,76.97128179978743,3,21.646824742847553,5.41137457141259,2.1910711342813993,2.4904642600190185,2.5316680400201372,False,True,True,False,False,False,True,False,True,True,False,True,False,False,1
20.6412433404953,40311.63193211203,5.837670810358479,80.79489243544803,3,51.642119590636696,4.3379159267217,2.6604203663914996,2.5788237607900824,2.6750321681179123,False,True,False,True,True,True,False,False,False,True,True,True,False,False,1
22.57470241590164,30255.443121848453,1.529378943323497,76.69188489500546,2,34.312804033981784,7.749880966360656,0.908655418076867,1.0917182479103824,1.0545026386681238,True,True,False,False,False,True,True,False,False,True,True,True,True,False,1
23.1891149550056,95259.70602327639,3.0647649624461084,85.1435401799776,2,16.645464564585666,5.1604590540635495,2.1704480330193165,1.8135321291010635,1.7512589008717803,True,True,True,False,False,False,True,True,False,False,False,True,False,False,1
21.580675756378913,25000.0,3.907581508808237,89.05216361482043,0,46.610136345683685,7.141078821390447,1.6090397092972002,1.1537818469060972,1.1537818469060972,True,True,False,True,False,False,True,False,False,True,True,True,False,False,1
21.521007830753373,25000.0,4.137259107038227,90.4895812061919,1,43.05781409535607,5.74722505841079,0.5737487237151443,0.4379673141795374,0.44586653110420016,True,True,False,False,False,True,False,False,False,True,True,True,False,False,1
20.168884251538483,47910.37899431154,4.208336811346139,81.58459964153887,2,30.93190131692286,5.427527515000015,2.3427658443076904,2.2838161287307632,2.2831246676538406,False,True,True,True,False,False,True,True,False,False,False,False,True,False,1
19.822544532817616,37915.66183200773,2.7701740477215115,76.87542491043142,4,49.94769978145791,7.1225445328176145,0.18658931212377253,0.12673435189169904,0.13786157853257977,True,True,True,False,False,False,True,False,False,True,False,True,True,False,1
22.672847133488546,40347.73382805161,4.222781210069845,70.74688917283666,3,29.247136297865502,4.698145859953437,1.0457478341443467,0.8013638214512939,0.864820764121065,False,True,True,False,False,True,True,False,False,True,False,True,False,False,1
19.902981890003467,40559.52167204497,2.166747606198544,85.21260381950884,2,51.49268370100312,5.53455271649948,0.18474946657558078,0.23754073427533806,0.24857055317537274,True,True,True,False,True,False,True,True,False,False,True,False,False,False,1
22.694079204177452,25000.0,3.6199586665013843,77.23297771201017,2,32.00444059686691,3.737418308877084,0.7930843984071207,0.7388985078327212,0.733972517780503,True,True,True,True,True,True,False,False,True,False,False,False,False,False,1
19.106729392193703,25000.0,2.7770495003235003,98.34687052462952,2,9.830164654508467,7.336658825975787,1.1263576394750594,1.0300470441452763,1.0210446919380125,False,True,True,False,True,False,True,True,False,False,False,True,False,False,1
17.836238571622957,52377.44420730861,4.523315548145634,86.59702362095959,0,42.98352897039803,7.4223170765566175,1.3524973322218452,1.1761211893841408,1.1166737807417464,True,True,True,True,True,False,False,False,False,True,False,False,False,True,1
19.263385319108764,54226.67294135314,3.734107974827696,77.69544551843373,1,23.5890980451048,4.763385319108763,0.449609118379436,0.2904554481566268,0.30443428991219706,True,True,True,False,True,True,False,False,True,False,False,False,False,False,1
22.03429072626939,41122.670574094154,2.2405744357616344,83.87467762503199,0,14.04783120694067,5.868640088351591,0.7470164131474892,0.9576143032342477,0.9634349362082201,True,True,True,True,False,True,False,False,False,False,False,True,True,False,1
19.483151155911717,54126.15294319619,5.1436345277175795,73.17760505283671,2,18.511302741013285,5.22794105023828,0.7383361690775003,0.4648109478128909,0.4766512846686722,True,True,True,False,True,True,False,False,True,False,False,True,False,False,1
17.547473380423593,35669.0,5.332899350763034,80.74839215117865,2,34.60464608262134,6.913833790171909,0.695441638993258,0.49746815753898843,0.4891731063204491,True,True,True,True,True,False,False,False,False,True,False,True,True,False,1
18.291331381730963,30724.123420786123,1.997887265015694,79.99626821317588,2,55.75568516995748,5.6518367301716275,2.5403731786824117,2.573455782011442,2.5259241977339,True,True,False,True,True,False,False,False,False,True,True,False,False,False,1
22.36178256083822,25000.0,5.382444943716601,81.55489855984034,1,11.580405760638643,6.533362241357117,2.3230275674531615,2.54342465568467,2.529797119680678,False,True,True,True,True,False,False,True,False,False,False,False,True,False,1
19.82004449244451,25000.0,3.9298189114428927,80.92141045357047,2,5.0,8.864008898488901,0.8750794211674262,1.0493615118815227,1.0365597321837425,False,True,False,True,True,False,True,True,False,True,False,False,False,False,1
21.18443115471163,25000.0,3.148952086040814,73.89221557735581,1,27.72814371823721,7.7077844226441865,2.239520954969535,2.318308379623779,2.3186976007559883,False,True,True,False,False,True,True,True,False,True,False,True,False,False,1
17.293217064322565,25000.0,3.597684534551466,82.73824570404207,0,36.68725143198598,5.938245704042075,1.8693680430232895,1.813988031072376,1.788888603866766,True,True,True,True,False,False,True,True,True,False,False,False,False,False,1
22.360969834112822,52794.23590449694,3.5426272969580808,68.01678097613618,1,32.70113491225968,4.239546035096126,2.862565392653007,2.8045426944078127,2.854563329176171,True,True,True,False,False,True,True,False,True,True,False,True,False,False,1
21.272601809213445,25000.0,1.8049275986964706,67.53561085528068,0,38.4246719571916,6.778088240112605,1.3635542927862185,1.285883478640168,1.285883478640168,True,True,True,True,False,False,False,True,False,False,True,True,False,False,1
22.960274994800333,56492.41099979202,4.33137124298045,77.37530643328824,1,42.74522490120634,5.830137497400167,1.437532508839433,1.2645206246100251,1.2824656256499583,True,True,False,False,False,True,True,True,True,False,False,True,False,False,1
21.85159431930422,34753.29681136139,4.00249825854641,88.83675375123464,0,39.47350750246928,8.0,0.8138025190682461,0.8357445073117691,0.8205850753813473,True,True,True,True,False,True,True,False,False,True,False,True,False,False,1
21.692308211058513,25000.0,5.204189100509165,73.99743607035283,0,28.789744281411352,8.098290713568558,2.7264104984939728,2.9552139979919634,2.9552994623135356,True,True,True,True,False,True,False,False,True,True,False,True,True,False,1
22.928747974435993,29740.5,4.0,52.885485388102964,0,22.3054461808052,5.5,1.1250813947014844,0.9105446180805195,0.9205446180805195,True,True,False,True,True,False,True,True,False,True,False,True,False,False,1
21.279799413627515,29293.357504181302,3.5832146986492273,80.38176088623773,1,36.776471104457656,5.401322445445016,1.0917236181899856,1.2903328309169861,1.3360282245534858,False,True,True,True,False,True,True,False,True,False,True,False,False,False,1
22.91507877759104,25000.0,4.658991419230214,73.70726015217346,2,31.692739847826534,5.203350839464676,1.2010052518394028,0.8934625341134985,0.8934625341134985,True,True,False,True,False,False,False,False,True,True,False,True,False,False,1
23.52192500210378,65248.71830639568,3.970822187578892,84.95697874779103,0,26.524156888832362,7.263288750315567,1.3806818741058928,1.6299425617268604,1.6378329367163413,True,True,True,True,False,True,False,False,True,False,False,True,False,False,1
20.877602337056874,31209.23659146049,4.0094636584195,88.21501587416913,0,14.422397662943126,9.1768454471935,2.143917961346012,2.1200756889863372,2.0808390975258497,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1
21.271407253787885,52042.73679081625,5.673185126448309,79.07254316770647,2,47.67782684120619,3.481234582961972,2.332291317661914,2.3811703260918016,2.3795456344325627,True,True,True,False,False,True,True,False,False,False,True,True,False,False,1
25.222897155502327,62632.74533912681,4.199275711124418,84.90747484210235,2,19.87639826195587,6.262617066986042,0.8311916845695333,1.1677102844497673,1.2408411377990696,True,True,True,False,True,True,False,False,True,True,False,True,True,False,1
23.018804576279045,25000.0,3.096750828804681,85.32991267795353,2,39.3632505254418,6.72991267795353,2.0594036423860027,2.2349590474697267,2.194018818655775,True,True,True,True,True,True,False,True,False,False,False,False,True,False,1
19.719546666728945,52610.21813333084,2.8938110223214486,70.49871644388811,3,15.686440888187246,5.3282719999626345,1.3566552889270849,1.3120188444784886,1.2447006222541905,True,True,True,False,False,False,True,False,True,True,False,True,False,False,1
18.52943398870802,25000.0,4.021773595483208,67.14619943825026,3,32.40253370783316,5.777196629501608,0.32894873606310315,0.45087865180064335,0.4711320225839588,True,True,False,False,False,True,True,False,False,False,True,False,False,False,1
24.15099963448394,25000.0,3.7744662524151344,78.62050164482227,1,43.475499817241975,4.2306676413761535,2.0503828886221296,2.360582815518918,2.351399488277519,True,True,True,True,True,False,False,True,False,False,True,True,False,False,1
22.690855515046408,25000.0,3.2653293717688503,87.27286121238399,4,52.03942965663573,6.725860262827721,2.088043250530452,1.847413973717228,1.8281711030092813,True,True,True,False,False,True,True,False,True,False,True,True,False,False,1
21.130329384308194,25000.0,3.7129986986022825,74.35389988330982,2,51.13032938430819,5.434835307845903,0.7102951444796568,0.7168116136950665,0.8381633907563792,True,True,True,True,False,True,False,True,False,False,False,True,False,False,1
21.142230972188027,29740.5,4.0,70.96610704862698,2,25.029453506909025,5.5,2.1774445069442003,2.3758907013818056,2.471835489574907,True,True,False,False,False,False,True,True,False,False,True,False,True,False,1
23.859503587105404,49819.676302996144,5.401183266551209,78.46259759584353,1,36.786603186412655,6.665419919861452,0.6937062144611527,0.765232907840669,0.7808092425096447,True,True,True,False,True,True,False,False,True,True,False,True,False,False,1
20.9362951361152,25000.0,3.716060280218624,91.32548194555392,1,34.281084254081705,9.98725902722304,0.2696897938301438,0.3100753502732797,0.3100753502732797,True,True,True,True,False,False,False,False,True,True,False,True,False,False,1
20.747700955411972,25000.0,3.0823920740428266,70.90459808917606,1,24.330747611470066,8.268462619426497,0.2943892635339355,0.07530888136914629,0.08900140525444562,False,True,False,False,False,False,True,True,False,False,False,True,True,False,1
19.143236223886607,25206.654006322427,3.257507813795927,64.80697199527101,3,35.75842863697187,7.229188346866393,0.7750260162396718,0.6196201896728684,0.6274037488372398,True,True,True,False,False,False,True,False,False,False,True,True,False,False,1
22.548821097858447,42610.50947971446,2.411816964217808,84.20540840065297,3,33.60356095508827,6.32098930785236,1.0732778329267885,1.0472168209993913,1.1023347112135464,True,True,True,True,True,True,False,False,False,False,True,True,False,False,1
17.624110419894617,29740.5,4.0,46.21759231278809,1,24.405154632311568,5.5,1.2750947789379152,1.3156102421690723,1.3156102421690723,True,True,True,False,False,False,True,False,True,False,True,True,False,False,1
24.31915276930443,89807.64320992974,2.5724830029945,79.77330466541572,0,18.261694461391134,5.78432215723067,2.0117118949932062,2.263932244829505,2.2214068220873506,True,True,True,True,False,True,False,False,False,True,False,False,False,True,1
22.421646895205217,44540.298593080865,3.383356414266552,90.14329379041044,3,37.329100690654194,7.654474483583898,1.3936576549248305,1.5270162755058965,1.4619415169199554,True,True,True,False,False,True,False,True,True,False,False,False,True,False,1
21.890894870476263,25000.0,3.9578885051745547,80.04544743523813,0,11.380259183968471,6.75455256476187,2.1321114948254447,1.9840777551905413,1.8740777551905414,True,True,True,True,False,True,True,True,False,False,False,True,False,False,1
23.3921339659667,25000.0,3.1008918226285873,70.67192352751619,4,30.660669829833488,6.215732068066605,1.1483138710716931,1.0098870778783535,1.012920569370028,True,True,True,True,False,True,False,True,False,False,False,False,False,False,1
19.349074005222388,25000.0,3.754043138729802,82.59979422338276,1,35.70102888308624,4.799588446765506,1.624969133507413,1.4600205776617246,1.4150720218160364,False,False,False,True,True,False,True,False,True,False,False,True,True,False,1
20.60052947314579,32393.179090592886,4.311285819855846,74.59459615717273,0,33.735288645431275,6.668350286910024,1.5913564162752847,1.8326951834457097,1.890416840548709,True,True,False,False,True,True,False,False,False,False,False,False,False,True,1
21.157706047302565,54980.23835802287,1.5680827389856313,75.94319022801025,1,19.30824189210262,7.830824189210262,1.0999460954553892,1.323602002550774,1.3704299560984665,True,True,True,True,False,True,True,True,False,True,False,True,False,False,1
19.684077675766115,25000.0,3.2578810627575727,84.83264564206146,2,22.13917477047376,5.6767475537601255,1.5263689296935539,1.7957160168523245,1.8215121330640187,True,True,False,True,False,False,True,False,True,False,False,True,False,False,1
21.340573580549368,30038.252729496824,3.887677996618,86.17541135560505,2,43.79330307737358,6.631693060463579,1.8149323419038212,1.7203421526437368,1.7132246684154107,True,True,False,True,True,False,True,True,False,True,False,True,False,True,1
20.144522919744134,55655.524147152464,3.768539445265102,67.67868070080455,2,31.90188432135321,8.082921109469797,0.370490760107272,0.9346957177635629,0.9346957177635629,True,True,True,True,False,False,False,False,True,True,False,True,False,False,1
19.508799926936398,25000.0,0.892128032147985,89.69072040915617,0,56.88495987579188,6.8,1.1525920116901762,0.7533119641988348,0.7700479663907429,True,True,False,True,True,False,True,False,True,False,False,False,False,False,1
21.47954896414127,73558.66335091651,3.789863659760942,75.55044588845153,3,55.67734525891954,5.186365976094178,2.750456183265925,2.748274739440993,2.8173203577675863,True,True,True,False,False,False,True,False,False,True,True,False,True,False,1
23.234549934549513,62651.30900130901,4.454317586817642,87.00909370909345,2,29.66908446908507,6.090453915453974,0.8307268807269175,1.31168148918152,1.3552269577269873,True,True,True,False,True,False,True,False,True,True,False,False,True,False,1
18.275020366797648,52817.59670148552,5.461327371162559,75.80099751971467,0,16.497923493380057,6.958672628837441,1.866091206983857,2.21565961222175,2.2301160454095865,False,True,False,True,False,True,True,True,False,False,False,False,False,False,1
20.4071301516027,32480.2964349242,3.511332456486452,82.86303920830926,1,31.61707678833405,7.770543655248312,1.8228146311074453,1.6694937742853238,1.662101615947175,True,True,True,True,False,True,True,False,True,True,False,False,True,False,1
21.01580249160082,28379.69753114501,3.536824661254901,78.98419750839918,2,47.344889151729596,5.759185141378401,2.8301407565785786,2.9182987814945864,2.9182987814945864,True,True,False,True,False,False,False,False,True,False,False,True,False,False,1
20.158613136473214,34543.25406684525,3.4711376447378814,93.42860272032524,4,28.43678313190368,4.089165798654336,3.5180281539164544,3.799165798654336,3.8231798756125634,False,True,False,True,False,True,False,False,False,False,False,False,False,False,1
17.380144200865374,118577.45377765616,3.2514349530542166,83.45397178605239,2,23.418592475998953,7.95649843232373,2.588944043886485,2.280622727291933,2.2721750783838135,True,True,True,False,True,False,False,False,False,False,True,False,True,False,1
20.335540546554206,31527.94163852479,1.088610214389015,85.69029143531166,3,31.11141046432833,9.023737336155111,0.43640667073750283,0.4511017718257563,0.4016853865778648,True,True,True,False,False,True,False,False,True,False,True,False,False,False,1
24.005272769975655,83681.45455038181,3.4269575490408717,79.5975149029622,1,14.946545395418322,6.584606018998079,0.9212121102626524,0.8344908956230623,0.857527258930942,True,True,True,False,True,False,False,True,True,False,False,True,False,False,1
21.342489576846695,25000.0,5.009780077395253,65.39560154790507,0,12.591203095810137,5.9362656347299545,1.694871351896344,1.9119045562375883,1.9584979153693394,True,True,False,True,True,False,True,False,False,True,True,True,False,False,1
19.51800017507006,76510.89550826783,3.1179740828589297,76.87548375801931,0,23.05787058936471,9.0865808597633,0.2234128360214931,0.33230312584709476,0.3473224761678675,True,True,True,False,True,True,False,False,False,True,True,True,False,False,1
22.69351045937869,50926.76385347272,2.70202131919555,87.71765809199485,1,38.04861665491827,7.23765969374754,1.8056916725408658,1.4067129116487818,1.3959150435683367,False,True,False,True,True,True,False,True,False,False,True,True,False,False,1
23.333253572295806,25000.0,2.9578232017107884,77.46638750303534,4,9.734330346302404,7.800358924668865,0.4467942843267077,0.7533732138520961,0.7466626786147904,False,True,True,True,True,True,False,False,False,True,True,True,False,False,1
22.568739487889662,73869.07815128028,2.208548619080591,93.66442971231137,1,57.80366136431533,6.294417765694582,0.0889951978250248,0.0,0.01977671062778329,True,True,True,False,True,True,False,True,False,False,False,True,False,False,1
20.158253462786092,43466.84469298823,5.732743611653007,71.60364306365263,2,44.28933264296879,6.293690097089571,1.559562476805126,1.387329605176605,1.351844159653388,False,True,True,True,False,False,True,False,False,True,True,True,False,False,1
20.6,127454.47561835342,5.11583734758122,73.87616040593427,0,21.80282208041314,5.1761604059342705,1.9149907234572778,2.0824248097183107,2.0451318274779346,True,True,True,False,True,True,False,False,False,False,True,True,True,False,1
20.47593840949689,25000.0,3.545985786806974,83.4521137055442,0,19.24800473773101,6.3199526226899145,1.271619898470236,1.3020189509240343,1.2732161082854292,True,True,True,True,False,True,False,False,False,True,True,True,False,False,1
