Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout,Data_Ingresso
3918,22.2,Female,39739.0,Yes,3.88,76.9,2.0,6.5,No,No,6.2,3.56,3.42,3.36,Year 4,Administração,Bachelor,0,2033-09-22
3919,23.1,Male,47488.0,Yes,3.89,76.6,1.0,29.6,No,No,5.7,2.47,2.68,2.61,Year 2,Ciências,Bachelor,0,2033-09-23
3920,20.9,Male,25000.0,Yes,2.61,88.9,1.0,32.2,No,No,3.7,2.49,2.47,2.48,Year 2,Design,High School,0,2033-09-24
3921,25.1,Male,89348.0,Yes,3.67,74.1,4.0,22.1,Yes,Yes,7.9,2.04,2.02,2.02,Year 1,Engenharia,Bachelor,1,2033-09-25
3922,21.5,Male,40123.0,Yes,4.05,71.0,1.0,28.7,No,No,4.3,2.96,3.25,3.3,Year 3,Sistemas de Informação,High School,0,2033-09-26
3923,20.2,Male,40607.0,Yes,4.05,75.8,3.0,22.0,No,Yes,7.0,1.55,1.77,1.75,Year 4,Sistemas de Informação,Bachelor,1,2033-09-27
3924,17.5,Female,25000.0,No,3.78,88.9,0.0,36.7,No,No,6.8,0.83,0.92,0.95,Year 2,Sistemas de Informação,High School,1,2033-09-28
3925,20.4,Female,47893.0,Yes,2.6,79.9,0.0,34.4,No,No,2.8,4.0,4.0,4.0,Year 2,Ciências,Bachelor,0,2033-09-29
3926,20.3,Male,40290.0,Yes,2.32,77.5,1.0,32.6,No,No,5.2,0.51,0.48,0.44,Year 4,Sistemas de Informação,Master,1,2033-09-30
3927,23.1,Female,78788.0,Yes,5.96,81.5,3.0,37.9,No,No,6.5,1.92,2.47,2.47,Year 1,Administração,High School,0,2033-10-01
3928,22.0,Male,25000.0,Yes,4.77,85.9,3.0,45.0,No,Yes,5.0,2.83,3.02,3.02,Year 1,Sistemas de Informação,Bachelor,0,2033-10-02
3929,18.4,Male,25000.0,Yes,7.07,94.3,1.0,18.1,No,Yes,5.3,2.99,2.83,2.94,Year 4,Ciências,,0,2033-10-03
3930,21.4,Female,25000.0,Yes,4.52,84.8,0.0,56.7,No,No,5.9,1.42,0.96,1.08,Year 3,Design,Bachelor,0,2033-10-04
3931,22.5,Female,25000.0,Yes,4.87,97.7,2.0,34.7,No,No,4.8,3.21,2.89,2.88,Year 4,Engenharia,Bachelor,0,2033-10-05
3932,24.4,Female,25000.0,Yes,2.82,87.9,2.0,24.0,Yes,No,6.1,4.0,4.0,4.0,Year 4,Design,High School,0,2033-10-06
3933,23.0,Male,64479.0,Yes,5.91,79.6,2.0,57.6,No,Yes,5.6,3.29,3.18,3.18,Year 1,Design,High School,0,2033-10-07
3934,22.7,Female,65948.0,Yes,1.6,89.1,1.0,25.0,Yes,No,5.1,3.59,3.83,3.79,Year 2,Sistemas de Informação,Bachelor,0,2033-10-08
3935,21.1,Female,26437.0,Yes,4.84,87.1,2.0,15.5,No,No,3.8,4.0,4.0,3.95,Year 4,Design,,1,2033-10-09
3936,21.9,Female,25000.0,Yes,4.14,91.3,2.0,23.9,No,Yes,6.2,1.68,1.71,1.71,Year 2,Engenharia,High School,0,2033-10-10
3937,23.7,Male,25000.0,Yes,5.9,87.9,2.0,23.3,Yes,No,1.2,3.46,3.31,3.26,Year 3,Sistemas de Informação,Bachelor,0,2033-10-11
3938,18.1,Female,45142.0,Yes,3.83,82.9,2.0,43.0,No,Yes,6.0,2.99,2.76,2.71,Year 4,Administração,Master,0,2033-10-12
3939,20.2,Female,80183.0,Yes,4.05,78.2,1.0,28.6,Yes,No,5.5,0.84,0.72,0.72,Year 1,Design,Bachelor,0,2033-10-13
3940,19.3,Female,25000.0,Yes,1.49,83.1,0.0,31.2,Yes,No,4.0,2.11,1.79,1.79,Year 1,Sistemas de Informação,High School,0,2033-10-14
3941,21.8,Male,27721.0,Yes,1.54,70.1,2.0,30.8,Yes,No,3.0,2.3,1.87,1.87,Year 1,Ciências,Bachelor,0,2033-10-15
3942,23.7,Female,38583.0,Yes,4.48,80.7,2.0,44.0,No,Yes,6.3,0.58,0.33,0.35,Year 3,Ciências,High School,0,2033-10-16
3943,19.7,Male,83671.0,Yes,5.48,72.6,1.0,26.1,Yes,No,5.1,2.97,2.88,2.93,Year 4,Design,PhD,0,2033-10-17
3944,17.0,Female,33519.0,Yes,4.38,85.7,5.0,27.5,Yes,Yes,5.7,2.55,3.01,2.98,Year 4,Engenharia,Master,0,2033-10-18
3945,20.1,Male,33432.0,Yes,3.82,88.7,2.0,21.7,Yes,No,2.2,3.37,3.69,3.72,Year 3,Administração,High School,0,2033-10-19
3946,23.0,Male,33110.0,Yes,4.4,84.5,2.0,25.0,Yes,Yes,6.4,3.85,3.44,3.39,Year 2,Administração,Bachelor,0,2033-10-20
3947,22.2,Female,25000.0,Yes,4.26,80.7,2.0,36.3,Yes,Yes,7.2,0.69,0.63,0.58,Year 3,Sistemas de Informação,Master,1,2033-10-21
3948,21.9,Male,25000.0,Yes,4.86,79.7,2.0,38.7,No,No,5.2,3.06,3.04,3.14,Year 4,Administração,,0,2033-10-22
3949,20.4,Male,25000.0,Yes,2.75,91.6,4.0,50.4,No,No,3.9,1.96,1.88,1.88,Year 1,Ciências,Bachelor,0,2033-10-23
3950,18.2,Male,54597.0,Yes,4.33,89.9,3.0,28.8,No,No,6.3,3.45,3.26,3.25,Year 2,Administração,Master,0,2033-10-24
3951,22.1,Male,25000.0,Yes,2.68,73.5,4.0,26.8,Yes,Yes,5.0,0.01,0.0,0.0,Year 2,Design,Master,0,2033-10-25
3952,19.2,Female,25000.0,Yes,5.43,84.0,1.0,34.8,No,No,7.1,1.39,1.73,1.72,Year 4,Engenharia,High School,1,2033-10-26
3953,25.8,Female,25000.0,Yes,2.58,84.6,2.0,24.4,Yes,No,5.5,2.35,2.4,2.42,Year 4,Ciências,High School,0,2033-10-27
3954,22.3,Female,27376.0,Yes,3.71,80.4,1.0,22.3,Yes,Yes,1.6,3.15,3.11,3.16,Year 2,Administração,Bachelor,0,2033-10-28
3955,19.7,Male,82559.0,Yes,4.78,71.1,2.0,33.9,Yes,No,1.3,3.75,3.69,3.67,Year 4,Administração,High School,0,2033-10-29
3956,19.7,Female,27154.0,Yes,2.28,65.6,6.0,25.3,Yes,No,4.2,0.68,0.68,0.7,Year 2,Sistemas de Informação,Bachelor,0,2033-10-30
3957,20.8,Male,25000.0,Yes,2.94,83.4,1.0,26.5,No,No,6.3,3.02,3.21,3.18,Year 2,Design,Bachelor,0,2033-10-31
3958,20.5,Female,30186.0,Yes,6.91,68.5,3.0,37.3,No,No,4.6,3.31,3.01,3.1,Year 4,Ciências,PhD,0,2033-11-01
3959,23.5,Male,85225.0,Yes,5.22,77.8,6.0,33.7,No,No,6.4,0.63,0.99,0.89,Year 2,Sistemas de Informação,Bachelor,1,2033-11-02
3960,21.4,Female,25000.0,No,4.44,87.5,0.0,54.0,No,No,4.3,3.67,3.72,3.72,Year 1,Administração,Bachelor,0,2033-11-03
3961,19.4,Female,25000.0,Yes,4.84,85.3,2.0,41.1,No,No,9.2,0.12,0.05,0.03,Year 4,Design,Bachelor,1,2033-11-04
3962,25.2,Male,25000.0,Yes,1.78,77.2,1.0,20.8,No,Yes,5.2,3.16,3.11,3.04,Year 4,Sistemas de Informação,High School,0,2033-11-05
3963,21.1,Male,32121.0,Yes,4.82,89.2,3.0,25.2,No,No,6.0,2.69,2.81,2.81,Year 1,Engenharia,Bachelor,0,2033-11-06
3964,22.7,Female,44934.0,Yes,6.54,86.2,2.0,13.5,No,No,3.8,3.77,3.7,3.65,Year 2,Administração,High School,0,2033-11-07
3965,19.7,Male,54401.0,Yes,3.36,78.1,1.0,18.3,No,Yes,4.7,2.3,2.2,2.23,Year 4,Design,Bachelor,0,2033-11-08
3966,21.8,Male,25000.0,Yes,6.37,94.2,1.0,45.1,Yes,No,6.4,2.45,2.01,2.14,Year 4,Engenharia,Bachelor,0,2033-11-09
3967,21.7,Male,25000.0,Yes,3.4,85.9,5.0,26.7,No,No,5.4,2.99,3.42,3.44,Year 4,Design,High School,0,2033-11-10
3968,17.0,Female,25000.0,Yes,4.16,75.8,5.0,13.4,No,No,1.0,2.77,3.05,3.17,Year 4,Design,Bachelor,0,2033-11-11
3969,25.4,Female,44833.0,Yes,2.26,65.6,2.0,6.6,No,No,6.4,0.0,0.59,0.58,Year 4,Ciências,High School,1,2033-11-12
3970,23.8,Male,25000.0,Yes,4.57,83.8,4.0,12.3,No,No,6.6,2.51,2.34,2.26,Year 4,Design,Bachelor,0,2033-11-13
3971,20.1,Male,25000.0,Yes,4.19,78.0,2.0,20.4,No,No,6.8,1.31,0.81,0.81,Year 1,Sistemas de Informação,High School,0,2033-11-14
3972,18.6,Female,25000.0,Yes,3.71,82.2,1.0,30.0,No,Yes,7.5,2.58,2.49,2.37,Year 2,Administração,Bachelor,1,2033-11-15
3973,21.8,Female,52316.0,Yes,2.88,80.1,2.0,25.2,No,No,5.8,0.0,0.0,0.02,Year 2,Design,,0,2033-11-16
3974,21.2,Male,,Yes,,49.400000000000006,4.0,38.4,Yes,Yes,,0.42,0.35,0.29,Year 4,Engenharia,Bachelor,1,2033-11-17
3975,21.8,Female,51135.0,Yes,3.18,79.7,0.0,18.8,Yes,No,5.9,2.06,2.57,2.57,Year 1,Design,Bachelor,1,2033-11-18
3976,21.4,Male,66384.0,Yes,5.44,73.2,2.0,44.7,Yes,Yes,1.4,1.97,1.8,1.8,Year 1,Ciências,Master,0,2033-11-19
3977,22.1,Male,25000.0,No,4.34,77.9,1.0,28.4,No,Yes,5.9,1.46,1.73,1.75,Year 4,Ciências,Bachelor,1,2033-11-20
3978,24.2,Female,25000.0,Yes,3.37,77.4,4.0,35.5,Yes,No,7.5,2.88,2.64,2.66,Year 3,Ciências,Bachelor,0,2033-11-21
3979,22.2,Female,25000.0,Yes,5.3,82.5,5.0,23.8,No,No,3.0,2.62,3.19,3.23,Year 4,Engenharia,Bachelor,0,2033-11-22
3980,18.7,Male,25000.0,Yes,3.44,84.4,1.0,42.2,No,No,5.0,0.0,0.38,0.41,Year 2,Ciências,Master,1,2033-11-23
3981,24.0,Male,25000.0,Yes,5.26,85.7,1.0,14.1,No,No,7.7,2.83,3.08,3.04,Year 4,Design,High School,0,2033-11-24
3982,24.6,Male,25000.0,Yes,4.15,62.8,2.0,15.2,Yes,No,4.5,1.01,1.37,1.34,Year 4,Ciências,Bachelor,0,2033-11-25
3983,27.9,Male,47693.0,Yes,1.52,93.4,1.0,18.4,Yes,No,5.1,2.99,3.25,3.27,Year 3,Administração,Bachelor,0,2033-11-26
3984,18.5,Male,30036.0,Yes,4.76,68.9,2.0,44.1,Yes,No,6.9,2.6,2.76,2.76,Year 1,Administração,Master,1,2033-11-27
3985,21.5,Male,25000.0,Yes,3.93,81.9,1.0,27.2,No,Yes,3.2,1.57,1.5,1.54,Year 3,Administração,High School,0,2033-11-28
3986,17.0,Female,27734.0,Yes,4.72,75.4,4.0,18.6,Yes,No,5.5,2.58,2.68,2.67,Year 3,Design,High School,0,2033-11-29
3987,22.2,Female,25000.0,No,4.28,84.4,1.0,27.6,No,No,3.8,1.73,1.49,1.46,Year 4,Ciências,High School,0,2033-11-30
3988,19.8,Female,55009.0,No,4.29,67.4,1.0,32.1,Yes,No,5.0,1.49,1.66,1.66,Year 1,Design,High School,0,2033-12-01
3989,25.2,Female,25000.0,Yes,4.06,94.4,1.0,17.1,No,Yes,5.9,1.45,1.92,1.92,Year 1,Engenharia,High School,0,2033-12-02
3990,19.3,Male,25000.0,Yes,7.75,79.1,1.0,31.9,No,No,7.4,3.36,3.29,3.23,Year 3,Administração,Bachelor,0,2033-12-03
3991,17.3,Male,48568.0,Yes,4.68,86.0,4.0,28.4,No,No,6.1,2.55,2.41,2.49,Year 2,Sistemas de Informação,High School,0,2033-12-04
3992,20.0,Male,41961.0,Yes,1.7,75.6,2.0,23.9,Yes,Yes,4.5,1.83,2.11,2.06,Year 2,Sistemas de Informação,Bachelor,0,2033-12-05
3993,17.0,Female,,Yes,,95.3,2.0,14.8,No,Yes,,0.87,1.17,1.17,Year 1,Administração,Bachelor,1,2033-12-06
3994,22.7,Male,49662.0,No,4.56,71.0,1.0,40.7,Yes,Yes,6.6,1.47,1.59,1.63,Year 3,Design,Bachelor,1,2033-12-07
3995,17.0,Female,25000.0,Yes,3.26,61.0,4.0,24.4,Yes,No,2.0,2.43,2.88,2.91,Year 3,Sistemas de Informação,Master,0,2033-12-08
3996,21.1,Female,25000.0,Yes,5.4,92.9,4.0,5.0,Yes,No,7.0,1.85,2.4,2.42,Year 3,Design,Master,0,2033-12-09
3997,17.0,Male,33263.0,Yes,4.42,72.6,0.0,34.3,Yes,Yes,5.6,1.84,1.61,1.66,Year 4,Ciências,Bachelor,0,2033-12-10
3998,20.3,Male,42276.0,Yes,4.49,81.4,1.0,34.6,No,No,5.4,2.77,2.83,2.83,Year 1,Engenharia,High School,0,2033-12-11
3999,24.6,Female,38843.0,Yes,2.8,94.5,2.0,41.2,No,No,7.6,1.19,1.85,1.83,Year 3,Design,High School,1,2033-12-12
4000,21.8,Female,,Yes,,63.8,3.0,35.0,No,No,,3.49,3.22,3.24,Year 4,Sistemas de Informação,Bachelor,0,2033-12-13
4001,19.1,Female,25000.0,Yes,4.22,84.1,2.0,31.7,Yes,No,7.1,1.08,0.37,0.34,Year 4,Design,Bachelor,1,2033-12-14
4002,20.9,Male,38076.0,No,2.78,88.5,4.0,24.2,No,No,7.8,1.57,1.46,1.47,Year 2,Design,Bachelor,1,2033-12-15
4003,21.0,Female,27694.0,No,2.79,82.2,1.0,24.2,Yes,No,5.6,2.15,2.26,2.18,Year 4,Ciências,Bachelor,0,2033-12-16
4004,22.0,Male,,Yes,,77.4,1.0,38.1,Yes,No,,2.96,3.19,3.2,Year 2,Ciências,High School,1,2033-12-17
4005,18.0,Female,42271.0,Yes,4.74,87.6,1.0,28.1,Yes,Yes,6.7,1.26,0.95,0.89,Year 2,Sistemas de Informação,PhD,0,2033-12-18
4006,22.3,Female,25000.0,Yes,3.5,74.8,3.0,12.8,No,Yes,6.3,2.34,1.87,1.86,Year 2,Sistemas de Informação,Bachelor,0,2033-12-19
4007,17.0,Female,25000.0,Yes,3.29,87.9,3.0,25.9,No,No,7.1,3.23,3.28,3.28,Year 2,Engenharia,Bachelor,0,2033-12-20
4008,19.6,Male,30605.0,Yes,4.01,81.7,0.0,29.3,Yes,Yes,3.6,2.57,2.82,2.82,Year 1,Design,Bachelor,0,2033-12-21
4009,19.9,Female,64839.0,Yes,4.38,81.8,2.0,6.1,No,No,4.3,0.0,0.0,0.02,Year 3,Administração,Bachelor,1,2033-12-22
4010,22.4,Male,69332.0,Yes,2.25,84.7,2.0,39.0,Yes,No,3.2,1.26,0.98,1.03,Year 2,Sistemas de Informação,Master,0,2033-12-23
4011,21.0,Male,25000.0,Yes,3.84,89.4,1.0,30.0,No,Yes,8.5,2.37,1.94,1.94,Year 2,Sistemas de Informação,Bachelor,0,2033-12-24
4012,17.9,Male,25000.0,Yes,1.34,74.3,0.0,13.6,Yes,No,2.5,1.49,1.93,1.93,Year 1,Ciências,Bachelor,1,2033-12-25
4013,18.8,Female,25000.0,Yes,3.97,92.4,3.0,26.4,No,No,7.9,1.44,1.51,1.52,Year 2,Design,Bachelor,0,2033-12-26
4014,21.4,Female,34595.0,No,5.89,92.0,1.0,28.8,No,Yes,6.4,3.3,3.33,3.26,Year 2,Engenharia,Bachelor,0,2033-12-27
4015,20.8,Male,118453.0,No,2.31,76.9,2.0,41.4,No,Yes,3.9,1.09,0.31,0.31,Year 1,Administração,Bachelor,0,2033-12-28
4016,19.7,Female,41087.0,Yes,3.82,96.1,1.0,41.0,Yes,No,3.2,2.56,2.15,2.21,Year 3,Sistemas de Informação,Bachelor,1,2033-12-29
4017,19.9,Male,25000.0,Yes,3.72,80.6,2.0,42.9,No,No,5.4,2.51,2.47,2.43,Year 2,Ciências,High School,1,2033-12-30
4018,22.5,Male,25000.0,Yes,2.54,86.5,3.0,34.5,No,No,5.1,1.85,1.84,1.84,Year 3,Engenharia,Bachelor,0,2033-12-31
4019,19.9,Male,25000.0,Yes,3.41,78.3,3.0,22.2,No,No,6.2,1.29,1.08,1.08,Year 1,Engenharia,,0,2034-01-01
4020,20.8,Female,25000.0,Yes,2.28,88.6,1.0,19.1,Yes,No,1.5,4.0,4.0,3.93,Year 4,Design,High School,0,2034-01-02
4021,25.8,Female,25000.0,Yes,2.74,78.4,6.0,21.6,Yes,Yes,5.2,3.41,3.29,3.29,Year 1,Administração,Bachelor,1,2034-01-03
4022,17.9,Male,37110.0,Yes,4.21,83.3,1.0,29.2,Yes,No,3.9,1.99,1.86,1.86,Year 1,Engenharia,,0,2034-01-04
4023,17.0,Female,44765.0,Yes,4.5,61.1,1.0,29.7,Yes,Yes,7.8,1.47,1.47,1.47,Year 1,Ciências,PhD,0,2034-01-05
4024,22.7,Male,57243.0,Yes,3.57,78.2,3.0,42.3,Yes,No,6.2,3.24,3.23,3.23,Year 1,Design,Bachelor,1,2034-01-06
4025,19.5,Female,40722.0,Yes,5.74,77.5,1.0,26.9,Yes,No,4.6,4.0,3.69,3.69,Year 1,Ciências,Master,0,2034-01-07
4026,20.3,Male,25000.0,Yes,4.95,66.9,1.0,5.7,No,No,8.1,1.76,1.48,1.58,Year 3,Ciências,Bachelor,0,2034-01-08
4027,19.3,Female,25000.0,Yes,6.56,88.1,0.0,15.7,No,No,4.7,4.0,3.91,3.96,Year 4,Ciências,Bachelor,0,2034-01-09
4028,20.4,Female,27042.0,Yes,3.85,78.9,1.0,18.3,No,No,5.3,3.32,3.69,3.7,Year 4,Administração,,1,2034-01-10
4029,24.5,Female,32480.0,Yes,2.64,67.5,2.0,18.3,No,No,6.0,1.42,1.44,1.34,Year 4,Engenharia,High School,1,2034-01-11
4030,22.8,Male,49854.0,Yes,3.75,86.8,0.0,5.0,No,Yes,7.1,1.44,1.66,1.69,Year 3,Ciências,Bachelor,0,2034-01-12
4031,22.9,Female,30513.0,Yes,6.62,90.7,2.0,48.8,No,No,5.5,2.03,2.03,2.1,Year 3,Sistemas de Informação,Bachelor,0,2034-01-13
4032,17.9,Male,30651.0,Yes,2.7,80.9,3.0,5.0,No,No,8.1,1.91,1.93,1.98,Year 4,Sistemas de Informação,High School,0,2034-01-14
4033,18.5,Female,34292.0,Yes,5.1,69.9,0.0,23.1,No,No,4.8,3.24,3.19,3.19,Year 1,Sistemas de Informação,Master,0,2034-01-15
4034,17.0,Male,25514.0,Yes,2.66,66.9,2.0,37.9,No,Yes,3.7,2.19,1.85,1.85,Year 1,Ciências,Bachelor,0,2034-01-16
4035,19.2,Male,31324.0,Yes,3.52,72.2,3.0,37.1,No,No,8.4,1.59,1.56,1.56,Year 1,Ciências,High School,1,2034-01-17
4036,23.1,Female,58425.0,Yes,3.35,75.4,3.0,12.4,Yes,Yes,4.9,3.89,4.0,4.0,Year 1,Design,Bachelor,0,2034-01-18
4037,22.1,Female,28273.0,Yes,2.81,95.7,1.0,44.5,No,No,6.6,2.14,1.68,1.68,Year 1,Sistemas de Informação,Bachelor,0,2034-01-19
4038,20.5,Male,29198.0,Yes,5.01,80.4,2.0,42.7,Yes,No,6.9,0.57,0.52,0.51,Year 4,Administração,Bachelor,1,2034-01-20
4039,21.0,Female,29139.0,Yes,5.87,71.8,2.0,27.8,No,No,9.2,3.2,3.14,3.06,Year 3,Administração,Bachelor,0,2034-01-21
4040,19.5,Female,64774.0,Yes,5.17,77.1,0.0,30.3,No,No,5.0,4.0,4.0,4.0,Year 3,Sistemas de Informação,High School,0,2034-01-22
4041,21.5,Female,25000.0,Yes,4.03,90.6,2.0,19.0,No,Yes,6.4,2.06,1.71,1.66,Year 2,Engenharia,Bachelor,0,2034-01-23
4042,22.7,Male,86293.0,Yes,2.07,86.4,1.0,33.0,No,No,4.1,3.28,2.83,2.8,Year 3,Administração,Master,0,2034-01-24
4043,17.4,Female,25000.0,Yes,4.17,82.4,2.0,32.7,No,No,4.6,3.99,3.74,3.61,Year 3,Administração,Bachelor,0,2034-01-25
4044,21.7,Male,25000.0,Yes,4.81,80.7,1.0,24.2,No,No,4.1,3.19,2.94,2.9,Year 4,Engenharia,Bachelor,0,2034-01-26
4045,23.1,Male,46483.0,Yes,3.88,82.0,2.0,37.7,No,Yes,7.0,2.51,2.84,2.84,Year 1,Engenharia,High School,0,2034-01-27
4046,20.1,Female,55171.0,Yes,5.73,83.2,3.0,34.0,No,Yes,7.2,1.69,2.24,2.23,Year 2,Administração,Bachelor,0,2034-01-28
4047,22.5,Female,25000.0,Yes,3.74,80.4,3.0,68.6,No,Yes,6.2,0.64,0.61,0.58,Year 3,Engenharia,Bachelor,1,2034-01-29
4048,27.2,Female,25000.0,Yes,3.22,82.8,1.0,19.2,No,No,4.1,3.27,3.37,3.39,Year 4,Engenharia,Bachelor,0,2034-01-30
4049,20.8,Male,35126.0,Yes,5.28,79.6,0.0,46.0,No,No,4.3,2.89,3.29,3.24,Year 3,Design,Bachelor,0,2034-01-31
4050,21.9,Male,,Yes,,60.2,2.0,19.8,Yes,No,,4.0,4.0,3.91,Year 4,Engenharia,Master,0,2034-02-01
4051,19.4,Male,62803.0,Yes,5.95,79.9,4.0,36.3,Yes,No,6.1,2.06,2.07,1.97,Year 2,Administração,Bachelor,0,2034-02-02
4052,21.4,Male,25620.0,Yes,4.68,84.6,5.0,5.0,No,No,2.7,3.8,4.0,4.0,Year 2,Design,High School,0,2034-02-03
4053,22.0,Male,25000.0,Yes,2.95,76.2,2.0,23.9,No,Yes,4.8,1.99,1.87,1.85,Year 2,Administração,Bachelor,0,2034-02-04
4054,21.4,Male,31225.0,Yes,0.63,85.4,0.0,35.7,No,No,3.1,4.0,4.0,4.0,Year 1,Ciências,Master,0,2034-02-05
4055,18.8,Female,36952.0,Yes,1.76,88.6,1.0,32.9,No,No,6.4,2.59,2.44,2.4,Year 4,Engenharia,High School,0,2034-02-06
4056,21.5,Female,25000.0,Yes,3.25,84.7,0.0,5.9,Yes,No,3.7,3.76,4.0,3.98,Year 4,Engenharia,High School,0,2034-02-07
4057,24.2,Female,25000.0,Yes,5.72,77.5,4.0,25.1,No,No,9.0,0.05,0.51,0.5,Year 4,Administração,Bachelor,1,2034-02-08
4058,22.0,Female,32712.0,Yes,5.59,82.8,2.0,47.7,Yes,No,7.4,0.55,0.87,0.94,Year 3,Ciências,Master,1,2034-02-09
4059,23.1,Male,,Yes,,83.2,3.0,42.3,No,No,,3.24,2.96,2.95,Year 4,Administração,,0,2034-02-10
4060,20.5,Male,91443.0,Yes,5.06,83.6,1.0,41.5,No,No,6.2,0.97,0.7,0.7,Year 4,Design,Bachelor,1,2034-02-11
4061,22.6,Female,73869.0,Yes,2.21,93.9,1.0,58.2,No,No,6.3,0.09,0.0,0.02,Year 2,Administração,High School,1,2034-02-12
4062,21.6,Female,44123.0,Yes,5.61,72.7,2.0,9.1,No,Yes,3.8,1.78,1.69,1.73,Year 4,Sistemas de Informação,Bachelor,0,2034-02-13
4063,18.9,Female,31377.0,Yes,3.64,83.7,1.0,25.3,Yes,No,7.7,2.1,2.03,2.08,Year 2,Administração,Master,0,2034-02-14
4064,21.7,Male,25000.0,Yes,4.84,78.8,0.0,30.4,No,No,5.3,2.57,2.19,2.17,Year 3,Design,Bachelor,0,2034-02-15
4065,18.8,Male,29364.0,Yes,4.7,72.0,4.0,21.2,Yes,No,4.1,1.9,1.82,1.86,Year 4,Administração,Bachelor,0,2034-02-16
4066,19.6,Female,79505.0,Yes,4.6,71.9,3.0,31.5,No,No,6.5,1.68,1.63,1.6,Year 2,Engenharia,Bachelor,0,2034-02-17
4067,21.4,Female,50071.0,Yes,2.44,89.0,2.0,45.6,Yes,Yes,3.5,4.0,3.93,3.93,Year 2,Engenharia,Master,0,2034-02-18
4068,21.7,Female,33598.0,Yes,3.24,70.8,4.0,31.3,No,No,6.7,2.18,2.92,2.91,Year 4,Design,High School,0,2034-02-19
4069,18.4,Male,51761.0,Yes,5.37,84.4,0.0,5.0,Yes,No,6.1,4.0,3.6,3.6,Year 1,Administração,Master,0,2034-02-20
4070,23.3,Female,41248.0,Yes,4.66,83.1,2.0,38.1,No,No,4.3,2.98,3.02,3.0,Year 2,Engenharia,High School,0,2034-02-21
4071,22.3,Female,37713.0,Yes,2.59,75.1,1.0,29.8,No,No,7.2,1.55,1.67,1.64,Year 3,Ciências,Bachelor,1,2034-02-22
4072,19.4,Female,,Yes,,73.7,2.0,5.0,No,Yes,,3.22,2.76,2.8,Year 4,Administração,High School,0,2034-02-23
4073,17.6,Female,40547.0,Yes,2.64,72.5,4.0,22.6,Yes,No,4.9,1.96,1.84,1.79,Year 2,Engenharia,Master,1,2034-02-24
4074,20.7,Female,49768.0,Yes,2.36,77.6,3.0,9.2,No,No,6.5,2.16,2.41,2.41,Year 3,Design,Bachelor,1,2034-02-25
4075,20.0,Female,32756.0,No,3.19,73.3,2.0,26.5,No,No,3.1,2.61,2.36,2.36,Year 1,Ciências,Master,0,2034-02-26
4076,21.2,Female,25528.0,Yes,3.87,88.1,5.0,24.0,Yes,No,6.4,1.75,1.95,1.99,Year 3,Design,High School,1,2034-02-27
4077,20.2,Male,25000.0,Yes,2.44,91.5,2.0,11.7,Yes,Yes,2.9,3.73,3.62,3.59,Year 2,Design,Bachelor,0,2034-02-28
4078,17.0,Female,25000.0,Yes,5.16,84.0,2.0,33.0,Yes,No,5.7,1.63,1.78,1.81,Year 2,Sistemas de Informação,High School,0,2034-03-01
4079,20.1,Female,25000.0,Yes,3.08,100.0,1.0,17.0,No,No,6.7,0.81,0.51,0.52,Year 2,Sistemas de Informação,PhD,0,2034-03-02
4080,20.3,Male,25000.0,Yes,3.96,85.6,2.0,45.9,No,No,6.1,2.36,2.14,2.11,Year 3,Engenharia,Bachelor,1,2034-03-03
4081,22.4,Female,25000.0,Yes,4.58,87.1,0.0,32.0,No,No,8.3,3.16,3.14,3.16,Year 2,Administração,Master,0,2034-03-04
4082,19.5,Male,,Yes,,75.1,2.0,26.9,No,No,,4.0,3.73,3.72,Year 4,Engenharia,High School,0,2034-03-05
4083,24.7,Female,75913.0,Yes,4.77,76.6,3.0,45.0,No,Yes,6.2,1.31,1.45,1.42,Year 4,Design,High School,0,2034-03-06
4084,17.0,Female,27051.0,Yes,3.6,85.3,3.0,33.1,No,No,1.7,2.63,2.76,2.84,Year 4,Ciências,Master,0,2034-03-07
4085,23.9,Male,34374.0,Yes,2.72,74.3,1.0,34.2,No,Yes,4.6,3.83,4.0,4.0,Year 3,Sistemas de Informação,Bachelor,0,2034-03-08
4086,20.5,Male,35031.0,Yes,2.37,71.5,0.0,29.2,Yes,No,5.0,0.86,1.12,1.13,Year 3,Sistemas de Informação,Master,1,2034-03-09
4087,22.9,Female,77076.0,Yes,2.72,90.7,2.0,26.2,Yes,No,8.3,0.24,0.15,0.18,Year 4,Sistemas de Informação,Master,0,2034-03-10
4088,21.2,Female,25000.0,No,3.81,75.2,2.0,34.9,Yes,No,5.5,0.33,0.37,0.37,Year 2,Administração,High School,0,2034-03-11
4089,23.5,Male,26017.0,Yes,5.57,83.5,1.0,48.3,No,Yes,7.1,2.24,2.1,2.06,Year 2,Engenharia,Bachelor,0,2034-03-12
4090,20.1,Female,27897.0,Yes,3.83,95.1,1.0,5.0,No,No,3.9,3.09,3.04,3.08,Year 2,Design,PhD,0,2034-03-13
4091,18.6,Female,58801.0,Yes,3.27,67.5,5.0,52.4,Yes,No,4.9,2.03,1.67,1.7,Year 4,Ciências,,0,2034-03-14
